"id","property_id","block_id","floor_id","room_id","bed_no","price","status"
"4424","43","","234","2102","A","13500","1"
"4425","43","","234","2102","B","13500","3"
"4426","43","","234","2102","C","13500","0"
"4427","43","","234","2103","A","14500","3"
"4428","43","","234","2103","B","14500","3"
"4429","43","","234","2104","A","13500","0"
"4430","43","","234","2104","B","13500","0"
"4431","43","","234","2104","C","13500","0"
"4432","43","","234","2105","A","13500","3"
"4433","43","","234","2105","B","13500","3"
"4434","43","","234","2105","C","13500","0"
"4435","43","","234","2106","A","14500","3"
"4436","43","","234","2106","B","14500","1"
"4437","31","","134","736","E","78000","3"
"4438","65","","355","2084","B","204000","3"
"4439","22","","90","573","D","132000","0"
"4440","22","","358","2108","A","144000","0"
"4441","22","","358","2108","B","144000","0"
"4442","22","","358","2108","C","144000","0"
"4443","22","","358","2109","A","144000","0"
"4444","22","","358","2109","B","144000","0"
"4445","22","","358","2109","C","144000","0"
"4446","22","","358","2110","A","120000","0"
"4447","22","","358","2110","B","120000","0"
"4448","22","","358","2110","C","120000","0"
"4449","22","","358","2110","D","120000","0"
"4450","36","","152","846","C","120000","0"
"4451","36","","153","856","C","120000","0"
"4452","36","","154","866","C","120000","0"
"4453","37","","174","1836","D","120000","0"
"4454","37","","174","1836","E","120000","0"
"4455","62","","230","1293","C","","3"
"4456","76","","296","1765","C","","0"
"4457","22","","90","571","D","120000","3"
