"id","property_id","block_id","floor_id","room_id","bed_no","price","status"
"1","1","","1","1","A"," 288000 ","0"
"2","1","","1","1","B"," 288000 ","0"
"3","1","","1","2","A"," 240000 ","3"
"4","1","","1","2","B"," 240000 ","3"
"5","1","","1","3","B"," 264000 ","0"
"6","1","","1","3","A"," 264000 ","0"
"9","1","","1","4","A"," 216000 ","0"
"10","1","","1","4","B"," 216000 ","0"
"11","1","","1","6","A"," 216000 ","0"
"12","1","","1","5","C"," 216000 ","0"
"13","1","","1","6","B"," 240000 ","3"
"14","1","","1","7","A"," 240000 ","3"
"15","1","","1","8","A"," 240000 ","3"
"16","1","","1","7","B"," 240000 ","3"
"17","1","","1","8","B"," 192000 ","3"
"18","1","","1","9","A"," 192000 ","1"
"19","1","","2","10","B"," 288000 ","3"
"20","1","","1","9","B"," 288000 ","0"
"21","1","","2","10","A"," 240000 ","3"
"22","1","","2","11","A"," 240000 ","3"
"23","1","","2","11","B","264000","1"
"24","1","","2","12","B","264000","1"
"25","1","","2","12","A"," 216000 ","1"
"26","1","","2","13","A"," 216000 ","1"
"27","1","","2","14","A"," 216000 ","3"
"28","1","","2","14","B"," 216000 ","0"
"29","1","","2","14","C"," 216000 ","1"
"30","1","","2","15","A"," 216000 ","1"
"31","1","","2","16","A"," 240000 ","3"
"32","1","","2","15","C"," 240000 ","0"
"33","1","","2","16","B"," 240000 ","1"
"34","1","","2","17","A"," 240000 ","3"
"35","1","","2","18","A"," 192000 ","3"
"36","1","","2","17","B"," 192000 ","3"
"37","1","","3","19","A"," 288000 ","0"
"38","1","","2","18","B"," 288000 ","0"
"39","1","","3","20","A"," 240000 ","1"
"40","1","","3","19","B"," 240000 ","3"
"41","1","","3","21","A","264000","3"
"42","1","","3","20","B","264000","3"
"43","1","","3","22","A","216000","0"
"44","1","","3","21","B","216000","0"
"45","1","","3","22","B"," 216000 ","3"
"46","1","","3","23","B"," 216000 ","0"
"47","1","","3","24","B"," 216000 ","0"
"48","1","","3","24","A"," 216000 ","0"
"49","1","","3","24","C"," 240000 ","0"
"50","1","","3","25","A"," 240000 ","3"
"51","1","","3","26","A"," 240000 ","3"
"52","1","","3","25","B"," 240000 ","1"
"53","1","","3","27","A"," 192000 ","3"
"54","1","","3","26","B"," 192000 ","3"
"56","1","","3","27","B"," 288000 ","3"
"59","1","","4","28","B","288000","0"
"61","1","","4","28","A","264000","3"
"62","1","","4","29","B","240000","3"
"63","1","","4","30","A","264000","3"
"64","1","","4","30","B","264000","0"
"65","1","","4","31","B","216000","3"
"66","1","","4","32","C","240000","3"
"67","1","","4","32","A"," 240000 ","3"
"68","1","","4","32","B"," 240000 ","3"
"69","1","","4","34","A","192000","1"
"70","1","","4","33","B"," 240000 ","0"
"72","1","","4","33","A","240000","0"
"139","3","","8","70","A","204000","0"
"140","3","","8","70","B","204000","0"
"141","3","","8","71","A","204000","0"
"142","3","","8","71","B","204000","0"
"143","3","","8","72","B","180000","0"
"145","3","","8","73","A","180000","0"
"146","3","","8","72","A","180000","0"
"147","3","","8","73","B","180000 ","3"
"148","3","","8","74","A","180000","0"
"149","3","","8","74","B"," 192000","0"
"150","3","","8","75","A"," 192000","0"
"151","3","","8","76","B"," 192000","1"
"152","3","","8","75","B"," 192000","0"
"153","3","","8","76","A"," 192000","1"
"154","3","","8","77","A"," 192000","0"
"157","3","","8","77","B","204000","0"
"158","3","","9","79","A","204000","3"
"159","3","","9","79","B","204000","1"
"160","3","","9","80","B","204000","3"
"161","3","","9","81","A","180000","3"
"162","3","","9","80","A","180000","1"
"163","3","","9","81","B","180000","0"
"164","3","","9","82","B","180000","0"
"165","3","","9","82","A","180000","3"
"166","3","","9","83","A","180000","3"
"167","3","","9","84","A","192000","3"
"168","3","","9","83","B","192000","3"
"169","3","","9","84","B","192000","3"
"170","3","","9","85","A","192000","3"
"171","3","","9","86","B","192000","1"
"172","3","","9","85","B","192000","3"
"173","3","","9","86","A","192000","0"
"174","3","","9","87","A","192000","3"
"175","3","","10","87","B","204000","3"
"176","3","","10","88","B","204000","3"
"177","3","","10","89","A","204000","1"
"178","3","","10","88","A","204000","0"
"179","3","","10","89","B","180000","0"
"180","3","","10","90","B","180000","1"
"181","3","","10","91","A","180000","0"
"182","3","","10","90","A","180000","1"
"183","3","","10","91","B","180000","0"
"184","3","","10","92","A","180000","3"
"185","3","","10","92","B","192000","0"
"186","3","","10","93","B","192000","3"
"187","3","","10","94","A","192000","0"
"188","3","","10","93","A","192000","3"
"189","3","","10","94","B","192000","0"
"190","3","","10","95","A","192000","3"
"191","3","","10","95","B","192000","3"
"192","3","","10","96","A","192000","0"
"433","7","","26","236","A","264000","3"
"434","7","","26","236","B","264000","3"
"435","7","","26","237","A","240000","0"
"436","7","","26","237","B","240000 ","0"
"437","7","","26","238","A","216000","3"
"438","7","","26","238","B","216000","3"
"439","7","","26","239","A","216000","1"
"440","7","","26","239","B","216000","1"
"441","7","","26","240","A","240000","3"
"442","7","","26","240","B","240000","0"
"443","7","","26","241","A","240000","0"
"444","7","","26","241","B","240000","0"
"445","7","","27","242","A","264000","0"
"446","7","","27","242","B","264000","3"
"447","7","","27","243","A","240000","0"
"448","7","","27","243","B","240000","0"
"449","7","","27","244","A","216000","3"
"450","7","","27","244","B","216000","3"
"451","7","","27","245","A","216000","3"
"452","7","","27","245","B"," 216000 ","3"
"453","7","","27","246","A","240000","0"
"454","7","","27","246","B","240000","0"
"455","7","","27","247","A","240000","0"
"456","7","","27","247","B","240000","3"
"457","7","","28","248","A","264000","3"
"458","7","","28","248","B","264000","0"
"459","7","","28","249","A","240000","0"
"460","7","","28","249","B","240000","0"
"461","7","","28","250","A","216000","1"
"462","7","","28","250","B","216000 ","1"
"463","7","","28","251","A","216000","1"
"464","7","","28","251","B","216000","1"
"465","7","","28","252","A","240000","0"
"466","7","","28","252","B","240000","0"
"467","7","","28","253","A","240000","0"
"468","7","","28","253","B","240000","0"
"469","7","","29","254","A","264000","0"
"470","7","","29","254","B","264000","0"
"471","7","","29","255","A","240000","3"
"472","7","","29","255","B","240000","1"
"473","7","","29","256","A","216000","0"
"474","7","","29","256","B","216000","1"
"475","7","","29","257","A","216000","3"
"476","7","","29","257","B","216000","3"
"477","7","","29","258","A","240000","0"
"478","7","","29","258","B","240000","0"
"716","11","","46","373","A","168000","1"
"717","11","","46","373","B","168000","0"
"718","11","","46","376","B","156000","0"
"719","11","","46","376","A","156000","3"
"724","11","","46","377","A","180000","1"
"726","11","","46","378","A","240000","0"
"728","11","","46","377","B","180000","3"
"730","11","","46","379","B","180000","0"
"732","11","","46","379","A","180000","0"
"733","11","","47","381","A","156000","0"
"734","11","","47","382","B","156000","0"
"736","11","","47","382","A","156000","3"
"738","11","","47","383","A","240000","1"
"740","11","","47","384","B","180000","1"
"743","11","","47","385","A","240000","1"
"744","11","","47","386","B","180000","3"
"745","11","","47","386","A","180000","3"
"746","11","","47","387","A","168000","0"
"747","11","","47","387","B","168000","0"
"748","11","","46","374","A","156000","3"
"749","11","","46","375","A","156000","1"
"750","11","","46","375","B","156000","0"
"751","11","","48","388","A","180000","3"
"752","11","","48","389","B","156000","3"
"753","11","","48","389","A","156000","0"
"754","11","","48","390","B","156000","0"
"757","11","","48","390","A","156000","0"
"758","11","","48","391","A","204000","3"
"759","11","","48","392","B","180000","0"
"761","11","","48","392","A","180000","1"
"762","11","","48","394","B","180000","0"
"763","11","","48","393","A","240000","3"
"764","11","","48","395","B","168000","0"
"765","11","","48","394","A","180000","0"
"766","11","","47","381","B","156000","0"
"768","11","","48","395","A","168000","3"
"769","11","","49","397","B","156000","0"
"770","11","","49","396","A","180000","3"
"772","11","","49","397","A","156000","0"
"773","11","","49","398","B","156000","0"
"774","11","","49","398","A","156000","3"
"775","11","","49","399","B","156000","0"
"776","11","","49","400","B","180000","0"
"777","11","","49","399","A","156000","0"
"779","11","","49","400","A","180000","0"
"780","11","","49","402","B","180000 ","0"
"781","11","","49","401","A","240000","1"
"782","11","","49","403","B","168000","0"
"784","11","","49","402","A","180000","0"
"785","11","","49","403","A","168000","0"
"786","11","","48","388","B","180000","0"
"787","11","","50","404","A","180000","0"
"788","11","","50","405","B","156000","0"
"789","11","","50","406","B","156000","0"
"790","11","","50","405","A","156000","0"
"791","11","","50","406","A","180000","0"
"792","11","","50","407","B","180000","0"
"793","11","","50","407","A","156000","0"
"794","11","","50","408","B","180000","0"
"795","11","","50","408","A","180000","0"
"796","11","","50","409","B","240000","0"
"846","13","","56","437","A"," 180000 ","0"
"847","13","","56","437","B"," 180000 ","0"
"848","13","","56","438","A","168000","0"
"849","13","","56","438","B"," 168000 ","0"
"850","13","","56","439","A"," 168000","0"
"851","13","","56","439","B"," 168000","0"
"852","13","","56","440","A"," 168000","0"
"853","13","","56","440","B"," 168000","0"
"854","13","","56","441","A","180000","0"
"855","13","","56","441","B","180000","0"
"856","13","","57","442","A","204000","0"
"857","13","","57","442","B","204000","0"
"858","13","","57","443","A","168000","1"
"859","13","","57","443","B","168000","0"
"860","13","","57","444","A","168000","1"
"861","13","","57","444","B","168000","1"
"862","13","","57","445","A","168000","1"
"863","13","","57","445","B","168000","0"
"864","13","","57","446","A","204000","1"
"865","13","","57","446","B","204000","1"
"866","13","","57","447","A","204000","1"
"867","13","","57","447","B","204000","0"
"868","13","","58","448","A","204000","3"
"869","13","","58","448","B","204000","1"
"870","13","","58","449","A"," 168000 ","0"
"871","13","","58","449","B"," 168000 ","3"
"872","13","","58","450","A"," 168000 ","0"
"873","13","","58","450","B"," 168000 ","0"
"874","13","","58","451","A"," 168000 ","3"
"875","13","","58","451","B"," 168000 ","0"
"876","13","","58","452","A","204000","1"
"877","13","","58","452","B","204000","0"
"878","13","","58","453","A","204000","0"
"879","13","","58","453","B","204000","0"
"880","13","","59","454","A","204000","0"
"881","13","","59","454","B","204000","0"
"882","13","","59","455","A","288000","1"
"884","13","","59","456","A","168000","0"
"885","13","","59","456","B","168000","0"
"886","13","","59","457","A","168000","3"
"887","13","","59","457","B","168000","0"
"888","13","","59","458","A","204000","0"
"889","13","","59","458","B","204000","0"
"890","13","","59","459","A","204000","0"
"891","13","","59","459","B","204000","0"
"892","13","","60","460","A","204000","1"
"893","13","","60","460","B","204000","1"
"894","13","","60","461","A","168000","0"
"895","13","","60","461","B","168000","0"
"896","13","","60","462","A","168000","0"
"897","13","","60","462","B","168000","0"
"898","13","","60","463","A","168000","0"
"899","13","","60","463","B","168000","0"
"900","13","","60","464","A","204000","0"
"901","13","","60","464","B","204000","0"
"902","13","","60","465","A","204000","0"
"903","13","","60","465","B","204000","0"
"904","13","","61","466","A","204000","0"
"905","13","","61","466","B","204000","0"
"906","13","","61","467","A","168000","0"
"907","13","","61","467","B","168000","0"
"908","13","","61","468","A","156000","0"
"909","13","","61","468","B","156000","0"
"910","13","","61","468","C","156000","0"
"911","13","","61","469","A","156000","0"
"912","13","","61","469","B","156000","0"
"913","13","","61","469","C","156000","0"
"914","14","","272","1551","A","204000","0"
"915","14","","272","1551","B","204000","0"
"916","14","","333","1552","A","180000","0"
"917","14","","333","1552","B","180000","0"
"918","14","","333","1553","A","192000","1"
"919","14","","333","1553","B","192000","0"
"920","14","","333","1554","C","180000","0"
"921","14","","333","1554","B","180000","0"
"922","14","","333","1554","A","180000","0"
"923","14","","62","470","A","204000","3"
"924","14","","62","470","B","204000","3"
"925","14","","62","471","B","180000","0"
"926","14","","62","471","A","180000","3"
"927","14","","62","472","A","192000","1"
"928","14","","62","472","B","192000","3"
"929","14","","62","473","C","180000","0"
"930","14","","62","473","B","180000","0"
"931","14","","62","473","A","180000","0"
"932","14","","63","474","A","204000","0"
"933","14","","63","474","B","204000","3"
"934","14","","63","475","A","180000","0"
"935","14","","63","475","B","180000","0"
"936","14","","63","476","B","192000","1"
"937","14","","63","476","A","192000","1"
"938","14","","63","477","A","180000","3"
"939","14","","63","477","B","180000","0"
"940","14","","63","477","C","180000","0"
"942","16","","67","482","A","132000","0"
"943","16","","67","482","B","132000","0"
"944","16","","67","483","A","132000","0"
"945","16","","67","483","B","132000","3"
"946","16","","68","484","A","156000","1"
"947","16","","68","484","B","156000","0"
"948","16","","68","485","B","156000","0"
"952","16","","68","487","A","132000","1"
"953","16","","68","487","B","132000","1"
"954","16","","69","488","A","156000","1"
"955","16","","69","488","B","156000","3"
"956","16","","69","489","A","156000","1"
"957","16","","69","489","B","156000","1"
"958","16","","69","490","B","150000","1"
"959","16","","69","490","A","150000","1"
"960","16","","69","491","B","150000","0"
"961","16","","69","491","A","150000","1"
"962","16","","70","492","B","156000","0"
"963","16","","70","492","A","156000","3"
"964","16","","70","493","B","156000","0"
"965","16","","70","493","A","156000","0"
"966","16","","70","494","A","150000","3"
"967","16","","70","494","B","150000","3"
"968","16","","70","495","B","150000","3"
"969","16","","70","495","A","150000","0"
"971","16","","71","496","A","156000","0"
"972","16","","71","496","B","156000","0"
"973","16","","71","497","B","132000","0"
"974","16","","71","497","A","132000","0"
"975","16","","71","498","A","150000","0"
"976","16","","71","498","B","150000","0"
"977","16","","71","499","A","150000","0"
"978","16","","71","499","B","150000","0"
"991","18","","75","507","A","192000","1"
"992","18","","75","507","B","192000","0"
"993","18","","76","508","A","192000","1"
"994","18","","76","508","B","192000","0"
"995","18","","76","509","A","180000","0"
"996","18","","76","509","B","180000","0"
"997","18","","80","510","A","192000","1"
"998","18","","80","510","B","192000","1"
"999","18","","80","511","A","180000","3"
"1000","18","","80","511","B","180000","1"
"1042","1","","3","23","A","216000","0"
"1043","1","","4","29","A","240000","3"
"1044","1","","2","13","B","216000","0"
"1045","1","","2","15","B","216000","3"
"1046","16","","68","486","A","150000","1"
"1047","16","","68","486","B","150000","1"
"1049","22","","89","540","A","144000","0"
"1050","22","","89","540","B","144000","0"
"1051","22","","89","541","A","144000","1"
"1052","22","","89","541","B","144000","1"
"1053","22","","89","542","A","144000","3"
"1054","22","","89","542","B","144000","0"
"1055","3","","91","555","A","192000","3"
"1056","3","","10","96","B","192000","3"
"1057","3","","91","555","B","180000","0"
"1058","3","","91","556","A","180000","0"
"1059","3","","91","556","B","180000","0"
"1060","3","","91","557","A","180000","3"
"1061","3","","91","558","B","180000","0"
"1062","3","","91","557","B","180000","0"
"1063","3","","91","558","A","180000","0"
"1064","3","","91","559","A","180000","3"
"1065","3","","91","560","A","192000","1"
"1066","3","","91","559","B","192000","0"
"1067","3","","91","560","B","192000","0"
"1068","3","","91","561","B","192000","3"
"1069","3","","91","561","A","192000","3"
"1070","3","","91","562","A","192000","0"
"1071","3","","92","565","B","192000","0"
"1077","3","","92","562","B","192000","0"
"1078","3","","92","565","A","180000","0"
"1079","3","","92","568","A","180000","0"
"1080","3","","92","569","A","180000","0"
"1081","3","","92","568","B","180000","0"
"1082","3","","92","569","B","192000","0"
"1083","3","","92","738","B","192000","1"
"1084","3","","92","738","A","192000","1"
"1085","3","","92","739","A","192000","1"
"1095","22","","89","543","A","144000","1"
"1096","22","","89","543","B","144000","1"
"1097","22","","89","544","A","144000","3"
"1098","22","","89","544","B","144000","0"
"1099","22","","89","545","A","144000","1"
"1100","22","","89","545","B","144000","1"
"1101","22","","89","546","A","144000","0"
"1102","22","","89","546","B","144000","0"
"1103","22","","89","547","A","120000","3"
"1104","22","","89","547","B","120000","3"
"1105","22","","89","547","C","120000","1"
"1106","22","","89","548","A","144000","1"
"1107","22","","89","548","B","144000","1"
"1108","22","","89","549","A","180000","1"
"1109","22","","89","550","A","144000","1"
"1110","22","","89","550","B","144000","0"
"1111","22","","89","551","A","144000","1"
"1112","22","","89","551","B","144000","0"
"1113","22","","89","552","A","144000","1"
"1114","22","","89","552","B","144000","3"
"1115","22","","89","553","A","180000","1"
"1116","22","","89","554","A","144000","3"
"1117","22","","89","554","B","144000","3"
"1118","22","","90","570","A","144000","3"
"1119","22","","90","570","B","144000","3"
"1120","22","","90","571","A","120000","3"
"1121","22","","90","571","B","120000","3"
"1122","22","","90","571","C","120000","3"
"1123","22","","90","572","A","144000","1"
"1124","22","","90","572","B","144000","0"
"1125","22","","90","573","A","120000","1"
"1126","22","","90","573","B","120000","3"
"1127","22","","90","573","C","120000","1"
"1128","22","","90","574","A","144000","3"
"1129","22","","90","574","B","144000","3"
"1130","22","","90","575","A","144000","1"
"1131","22","","90","575","B","144000","0"
"1132","22","","90","576","A","180000","1"
"1133","22","","90","577","A","120000","3"
"1134","22","","90","577","B","120000","0"
"1136","22","","90","578","A","144000","1"
"1137","22","","90","578","B","144000","3"
"1138","22","","90","579","A","144000","3"
"1139","22","","90","579","B","144000","1"
"1140","22","","90","580","A","144000","3"
"1141","22","","90","580","B","144000","0"
"1142","22","","90","581","A","144000","0"
"1143","22","","90","581","B","144000","3"
"1144","22","","90","582","A","144000","1"
"1145","22","","90","582","B","144000","0"
"1146","22","","90","583","A","144000","3"
"1147","22","","90","583","B","144000","0"
"1293","26","","102","649","A","102000","3"
"1294","26","","102","650","A","84000","1"
"1295","26","","102","650","B","84000","3"
"1296","26","","102","651","A","78000","3"
"1297","26","","102","651","B","78000","3"
"1299","26","","102","652","A","78000","0"
"1300","26","","102","652","B","78000","0"
"1301","26","","102","652","C","78000","0"
"1302","26","","102","653","A","78000","0"
"1303","26","","102","653","B","78000","0"
"1304","26","","102","653","C","78000","0"
"1305","26","","102","654","A","78000","0"
"1306","26","","102","654","B","78000","0"
"1307","26","","102","654","C","78000","0"
"1308","26","","102","655","A","78000","0"
"1309","26","","102","655","B","78000","0"
"1310","26","","102","655","C","78000","0"
"1311","26","","103","656","A","90000","3"
"1312","26","","103","657","A","84000","0"
"1313","26","","103","657","B","84000","0"
"1314","26","","103","658","A","78000","0"
"1315","26","","103","658","B","78000","0"
"1317","26","","103","659","A","78000","0"
"1318","26","","103","659","B","78000","0"
"1319","26","","103","659","C","78000","0"
"1320","26","","103","660","A","78000","0"
"1321","26","","103","660","B","78000","0"
"1322","26","","103","660","C","78000","0"
"1323","26","","103","661","A","78000","0"
"1324","26","","103","661","B","78000","0"
"1325","26","","103","661","C","78000","0"
"1326","26","","103","662","A","78000","0"
"1327","26","","103","662","B","78000","0"
"1328","26","","103","662","C","78000","0"
"1329","26","","104","663","A","78000","0"
"1330","26","","104","663","B","78000","0"
"1331","26","","104","663","C","78000","0"
"1332","26","","104","664","A","78000","0"
"1333","26","","104","664","B","78000","0"
"1334","26","","104","664","C","78000","0"
"1335","26","","104","665","A","78000","0"
"1336","26","","104","665","B","78000","0"
"1337","26","","104","665","C","78000","0"
"1338","26","","104","666","A","78000","0"
"1339","26","","104","666","B","78000","0"
"1340","26","","104","666","C","78000","0"
"1462","7","","29","725","A","240000","0"
"1463","7","","29","725","B","240000","0"
"1464","31","","129","726","A","90000","3"
"1465","31","","129","726","B","90000","3"
"1466","31","","129","727","A","84000","0"
"1467","31","","129","727","B","84000","0"
"1468","31","","129","727","C","84000","0"
"1469","31","","129","728","A","96000","0"
"1470","31","","129","728","B","96000","0"
"1471","31","","130","729","A","96000","0"
"1473","31","","130","729","B","84000","0"
"1474","31","","130","729","C","84000","3"
"1475","31","","130","730","A","90000","0"
"1476","31","","130","730","B","90000","3"
"1477","31","","130","731","A","90000","3"
"1478","31","","130","731","B","90000","3"
"1479","31","","130","732","A","78000","0"
"1480","31","","130","732","B","78000","0"
"1481","31","","130","732","C","78000","1"
"1482","31","","134","733","A","78000","0"
"1484","31","","134","733","B","84000","3"
"1485","31","","134","733","C","84000","3"
"1486","31","","134","734","A","90000","3"
"1487","31","","134","734","B","90000","1"
"1488","31","","134","735","A","90000","0"
"1489","31","","134","735","B","90000","0"
"1490","31","","134","736","A","78000","3"
"1491","31","","134","736","B","78000","3"
"1492","31","","134","736","C","78000","3"
"1494","31","","135","737","A","90000","1"
"1496","3","","92","739","B","192000","0"
"1497","3","","92","1973","A","180000","0"
"1498","3","","92","1974","A","180000","0"
"1499","3","","92","1974","B","180000","0"
"1500","16","","68","485","A","156000","3"
"1501","34","","140","740","A","216000","0"
"1502","34","","140","740","B","216000","0"
"1503","34","","140","741","A","192000","0"
"1504","34","","140","741","B","192000","0"
"1505","34","","140","742","A","204000","0"
"1506","34","","140","742","B","204000","0"
"1507","34","","140","743","A","204000","0"
"1508","34","","140","743","B","204000","0"
"1509","34","","141","744","A","216000","3"
"1510","34","","141","744","B","216000","3"
"1511","34","","141","745","A","192000","0"
"1512","34","","141","745","B","192000","0"
"1513","34","","141","746","A","204000","0"
"1514","34","","141","746","B","204000","0"
"1515","34","","141","747","A","204000","0"
"1516","34","","141","747","B","204000","0"
"1517","34","","142","748","A","216000","0"
"1518","34","","142","748","B","216000","0"
"1519","34","","142","749","A","192000","0"
"1520","34","","142","749","B","192000","0"
"1521","34","","142","750","A","204000","0"
"1522","34","","142","750","B","204000","0"
"1523","34","","142","751","A","204000","0"
"1524","34","","142","751","B","204000","0"
"1525","34","","143","752","A","216000","3"
"1526","34","","143","752","B","216000","0"
"1527","34","","143","753","A","192000","0"
"1528","34","","143","753","B","192000","0"
"1529","34","","143","754","A","204000","0"
"1530","34","","143","754","B","204000","0"
"1531","34","","143","755","A","204000","0"
"1532","34","","143","755","B","204000","0"
"1533","34","","144","756","A","216000","0"
"1534","34","","144","756","B","216000","0"
"1535","34","","144","757","A","192000","0"
"1536","34","","144","757","B","192000","0"
"1537","34","","144","758","A","204000","0"
"1538","34","","144","758","B","204000","0"
"1539","33","","136","759","A","204000","3"
"1540","33","","136","759","B","204000","0"
"1541","33","","136","760","A","204000","0"
"1542","33","","136","760","B","204000","0"
"1543","33","","136","761","A","204000","3"
"1544","33","","136","761","B","204000","3"
"1545","33","","136","762","A","204000","0"
"1546","33","","136","762","B","204000","0"
"1547","33","","136","763","A","192000","1"
"1548","33","","136","763","B","192000","0"
"1549","33","","136","763","C","192000","1"
"1550","33","","136","764","A","312000","3"
"1551","33","","137","765","A","204000","3"
"1552","33","","137","765","B","204000","1"
"1553","33","","137","766","A","204000","0"
"1554","33","","137","766","B","204000","3"
"1555","33","","137","767","B","204000","3"
"1556","33","","137","767","A","204000","3"
"1557","33","","137","768","A","204000","0"
"1558","33","","137","768","B","204000","0"
"1559","33","","137","769","A","192000","0"
"1560","33","","137","769","B","192000","3"
"1561","33","","137","769","C","192000","1"
"1562","33","","137","770","A","312000","0"
"1563","33","","138","771","A","240000","0"
"1564","33","","138","771","B","240000","0"
"1565","33","","138","772","A","228000","0"
"1566","33","","138","772","B","228000","0"
"1567","33","","138","773","B","228000","0"
"1568","33","","138","773","A","228000","0"
"1569","33","","138","774","A","228000","0"
"1570","33","","138","774","B","228000","3"
"1571","33","","138","775","A","192000","0"
"1572","33","","138","775","B","192000","0"
"1573","33","","138","775","C","192000","0"
"1574","33","","138","776","A","312000","1"
"1575","33","","139","777","A","216000","0"
"1576","33","","139","777","B","216000","0"
"1577","33","","139","778","A","216000","0"
"1578","33","","139","778","B","216000","0"
"1579","33","","139","779","B","216000","0"
"1580","33","","139","779","A","216000","3"
"1581","33","","139","780","A","192000","0"
"1582","33","","139","780","B","192000","0"
"1583","32","","145","781","A","120000","0"
"1584","32","","145","781","B","120000","0"
"1585","32","","145","782","A","120000","0"
"1586","32","","145","782","B","120000","0"
"1587","32","","145","783","A","120000","0"
"1588","32","","145","783","B","120000","0"
"1589","32","","145","784","A","120000","0"
"1590","32","","145","784","B","120000","0"
"1591","32","","145","785","A","120000","0"
"1592","32","","145","785","B","120000","0"
"1593","32","","145","786","A","120000","0"
"1594","32","","145","786","B","120000","0"
"1595","32","","145","787","A","120000","0"
"1596","32","","145","787","B","120000","0"
"1597","32","","145","788","A","120000","0"
"1598","32","","145","788","B","120000","0"
"1599","32","","145","789","A","120000","0"
"1600","32","","145","789","B","120000","0"
"1601","32","","145","790","A","120000","0"
"1602","32","","145","790","B","120000","0"
"1603","32","","145","791","A","120000","0"
"1604","32","","145","791","B","120000","0"
"1605","32","","145","792","A","120000","0"
"1606","32","","145","792","B","120000","0"
"1607","32","","145","793","A","120000","0"
"1608","32","","145","793","B","120000","0"
"1609","32","","145","794","A","120000","0"
"1610","32","","145","794","B","120000","0"
"1611","32","","145","795","A","120000","0"
"1612","32","","145","795","B","120000","0"
"1613","32","","145","796","A","120000","0"
"1614","32","","145","796","B","120000","0"
"1615","32","","146","797","A","120000","0"
"1616","32","","146","797","B","120000","3"
"1617","32","","146","798","A","120000","0"
"1618","32","","146","798","B","120000","0"
"1619","32","","146","799","A","120000","0"
"1620","32","","146","799","B","120000","0"
"1621","32","","146","800","A","120000","0"
"1622","32","","146","800","B","120000","0"
"1623","32","","146","801","A","120000","0"
"1624","32","","146","801","B","120000","0"
"1625","32","","146","802","A","120000","0"
"1626","32","","146","802","B","120000","0"
"1627","32","","146","803","A","120000","0"
"1628","32","","146","803","B","120000","0"
"1629","32","","146","804","A","120000","0"
"1630","32","","146","804","B","120000","0"
"1631","35","","148","829","A","69600","3"
"1632","35","","148","829","B","69600","0"
"1633","35","","148","829","C","69600","0"
"1634","35","","148","830","A","69600","1"
"1635","35","","148","830","B","69600","0"
"1636","35","","148","830","C","69600","1"
"1637","35","","148","831","A","69600","1"
"1638","35","","148","831","B","69600","0"
"1639","35","","148","831","C","69600","1"
"1640","35","","148","831","D","69600","0"
"1641","35","","149","832","A","69600","1"
"1642","35","","149","832","B","69600","1"
"1643","35","","149","832","C","69600","1"
"1644","35","","149","833","A","69600","0"
"1645","35","","149","833","B","69600","0"
"1646","35","","149","833","C","69600","0"
"1647","35","","149","833","D","69600","0"
"1648","35","","149","833","E","69600","3"
"1649","35","","149","834","A","69600","3"
"1650","35","","149","834","B","69600","1"
"1651","35","","149","834","C","69600","0"
"1652","32","","146","805","A","120000","0"
"1653","32","","146","805","B","120000","0"
"1654","32","","146","806","A","120000","0"
"1655","32","","146","806","B","120000","0"
"1656","32","","146","807","A","120000","0"
"1657","32","","146","807","B","120000","0"
"1658","32","","146","808","A","120000","0"
"1659","32","","146","808","B","120000","0"
"1660","32","","146","809","A","120000","0"
"1661","32","","146","809","B","120000","0"
"1662","32","","146","810","A","120000","0"
"1663","32","","146","810","B","120000","0"
"1664","32","","146","811","A","120000","0"
"1665","32","","146","811","B","120000","0"
"1666","32","","146","812","A","120000","0"
"1667","32","","146","812","B","120000","0"
"1668","32","","147","813","A","120000","0"
"1669","32","","147","813","B","120000","0"
"1670","32","","147","814","A","120000","0"
"1671","32","","147","814","B","120000","0"
"1672","32","","147","815","A","120000","0"
"1673","32","","147","815","B","120000","0"
"1674","32","","147","816","A","120000","0"
"1675","32","","147","816","B","120000","0"
"1676","32","","147","817","A","120000","0"
"1677","32","","147","817","B","120000","0"
"1678","32","","147","818","A","120000","0"
"1679","32","","147","818","B","120000","0"
"1680","32","","147","819","A","120000","0"
"1681","32","","147","819","B","120000","0"
"1682","32","","147","820","A","120000","0"
"1683","32","","147","820","B","120000","0"
"1684","32","","147","821","A","120000","0"
"1685","32","","147","821","B","120000","0"
"1686","32","","147","822","A","120000","0"
"1687","32","","147","822","B","120000","0"
"1688","32","","147","823","A","120000","0"
"1689","32","","147","823","B","120000","0"
"1690","32","","147","824","A","120000","0"
"1691","32","","147","824","B","120000","0"
"1692","32","","147","825","A","120000","0"
"1693","32","","147","825","B","120000","0"
"1694","32","","147","826","A","120000","0"
"1695","32","","147","826","B","120000","0"
"1696","32","","147","827","A","120000","0"
"1697","32","","147","827","B","120000","0"
"1698","32","","147","828","A","120000","0"
"1699","32","","147","828","B","120000","0"
"1700","35","","149","842","A","69600","1"
"1701","35","","149","842","B","69600","3"
"1702","35","","149","842","C","69600","1"
"1703","35","","149","842","D","69600","3"
"1704","35","","149","843","A","69600","3"
"1705","35","","149","843","B","69600","1"
"1706","35","","149","843","C","69600","0"
"1707","35","","150","835","A","69600","1"
"1708","35","","150","835","B","69600","1"
