"id","user_id","cluster_manager_id","manager_id","property_id","block_id","floor_id","room_id","bed_id","tenant_id","booking_category","expected_date_move_in","stay_tenure","status","create_date","checkout_date","move_in_date"
"545","656","645","656","69","0","261","1410","2808","1237","pre-booking","","11","3","2018-06-30","",""
"546","61","58","0","3","0","91","561","1068","1413","pre-booking","2018-07-10","12","3","2018-06-30","",""
"547","645","645","656","53","0","213","1162","2285","1135","pre-booking","2018-07-17","11","3","2018-07-14","",""
"548","645","645","656","64","0","243","1353","2694","1221","pre-booking","","1","0","2018-07-04","2018-07-04",""
"549","656","645","656","64","0","243","1354","2695","1221","pre-booking","","11","0","2018-06-30","2018-07-04",""
"550","656","645","656","53","0","214","1167","2298","1136","","","11","3","2018-06-30","",""
"551","656","645","656","64","0","243","1354","2696","1224","pre-booking","","11","0","2018-06-30","2018-07-04",""
"552","656","645","656","69","0","261","1410","2809","1238","pre-booking","","11","3","2018-06-30","",""
"553","656","645","656","53","0","215","1172","2308","1139","","","11","3","2018-06-30","",""
"554","656","645","656","69","0","261","1411","2810","1239","pre-booking","","11","3","2018-06-30","",""
"555","656","645","656","69","0","261","1411","2811","1241","pre-booking","","11","3","2018-06-30","",""
"556","656","645","656","64","0","243","1355","2697","1228","pre-booking","","11","0","2018-06-30","2018-07-04",""
"557","656","645","656","69","0","261","1412","2812","1240","pre-booking","","11","3","2018-06-30","",""
"558","656","645","656","53","0","214","1168","2301","1143","","","6","0","2018-06-30","2018-07-15",""
"559","656","645","656","64","0","243","1355","2698","1230","pre-booking","","11","0","2018-06-30","2018-07-04",""
"560","1314","58","0","40","0","166","921","1890","1414","pre-booking","2018-07-13","12","3","2018-07-19","",""
"561","656","645","656","69","0","261","1412","2813","1231","pre-booking","","11","3","2018-06-30","",""
"562","656","645","656","53","0","214","1167","2297","1147","","","9","3","2018-06-30","",""
"563","656","645","656","53","0","215","1172","2309","1152","","","6","0","2018-06-30","2018-07-14",""
"564","656","645","656","64","0","244","1356","2700","1232","pre-booking","","11","0","2018-06-30","2018-07-04",""
"565","656","645","656","64","0","244","1356","2700","1232","pre-booking","","11","0","2018-06-30","2018-07-04",""
"566","656","645","656","64","0","244","1357","2703","1235","pre-booking","","11","0","2018-06-30","2018-07-04",""
"567","656","645","656","53","0","214","1166","2295","1157","","","6","0","2018-06-30","2018-07-15",""
"568","656","645","656","69","0","262","1413","2814","1237","pre-booking","","11","3","2018-06-30","",""
"569","656","645","656","53","0","214","1166","2294","1161","","","6","0","2018-06-30","2018-07-14",""
"570","656","645","656","64","0","244","1357","2704","1242","pre-booking","","11","0","2018-06-30","2018-07-04",""
"571","656","645","656","44","0","175","970","1961","1170","pre-booking","","11","0","2018-06-30","2018-07-02",""
"572","656","645","656","53","0","215","1171","2307","1164","","","11","3","2018-06-30","",""
"573","656","645","656","44","0","175","971","1962","1175","pre-booking","","11","3","2018-06-30","",""
"574","656","645","656","64","0","244","1358","2705","1244","pre-booking","","11","0","2018-06-30","2018-07-04",""
"575","656","645","656","44","0","175","972","1964","1175","pre-booking","","11","0","2018-06-30","2018-07-04",""
"576","656","645","656","53","0","214","1167","2299","1165","","","11","3","2018-06-30","",""
"577","656","645","656","44","0","175","972","1965","1197","pre-booking","","11","0","2018-06-30","2018-07-02",""
"578","656","645","656","44","0","175","973","1966","1197","pre-booking","","11","3","2018-06-30","",""
"579","656","645","656","64","0","244","1358","2706","1246","pre-booking","","11","0","2018-06-30","2018-07-04",""
"580","656","645","656","53","0","213","1162","2286","1169","","","6","3","2018-06-30","",""
"581","645","645","656","44","0","178","988","1990","1204","pre-booking","2018-07-18","11","0","2018-07-13","2018-07-20",""
"582","61","58","0","40","0","164","909","1865","1417","pre-booking","2018-07-09","12","3","2018-06-30","",""
"583","656","645","656","64","0","245","1360","2710","1247","pre-booking","","11","0","2018-06-30","2018-07-04",""
"584","656","645","656","44","0","175","971","1963","1251","pre-booking","","11","3","2018-07-04","",""
"585","656","645","656","44","0","175","975","1969","1225","pre-booking","","11","0","2018-06-30","2018-07-03",""
"586","656","645","656","53","0","213","1163","2288","1172","","","6","3","2018-06-30","",""
"587","656","645","656","44","0","176","976","1970","1243","pre-booking","","11","0","2018-06-30","2018-07-02",""
"588","656","645","656","64","0","245","1360","2711","1248","pre-booking","","11","0","2018-06-30","2018-07-04",""
"589","656","645","656","76","0","293","1741","3447","1365","pre-booking","","11","0","2018-06-30","2018-07-03",""
"590","656","645","656","44","0","176","977","1972","1243","pre-booking","","11","0","2018-06-30","2018-07-02",""
"591","1177","645","656","44","0","176","977","1973","1249","instant-booking","","11","1","2018-07-13","","2018-07-13"
"592","656","645","656","53","0","213","1163","2289","1178","","","7","3","2018-06-30","",""
"593","656","645","656","64","0","245","1360","2712","1250","pre-booking","","11","0","2018-06-30","2018-07-04",""
"594","656","645","656","44","0","176","978","1974","1256","pre-booking","","11","0","2018-06-30","2018-07-02",""
"595","656","645","656","53","0","213","1163","2290","1183","","","11","3","2018-06-30","",""
"596","645","645","656","64","0","245","1361","2713","1242","pre-booking","2018-07-01","11","3","2018-07-06","2018-07-04",""
"597","656","645","656","64","0","245","1361","2714","1252","pre-booking","","11","0","2018-06-30","2018-07-04",""
"598","656","645","656","53","0","214","1165","2293","1360","","","10","0","2018-06-30","2018-07-12",""
"599","656","645","656","64","0","245","1361","2715","1336","pre-booking","","11","0","2018-06-30","2018-07-04",""
"600","61","512","0","13","0","59","457","886","1418","pre-booking","2018-06-10","12","3","2018-06-30","",""
"601","656","645","656","44","0","176","978","1975","1256","pre-booking","","11","0","2018-06-30","2018-07-02",""
"602","656","645","656","44","0","178","991","1996","719","","","11","3","2018-07-04","",""
"603","656","645","656","48","0","191","1030","2023","1137","pre-booking","","11","3","2018-06-30","",""
"604","656","645","656","48","0","191","1030","2024","1140","pre-booking","","11","3","2018-06-30","",""
"605","656","645","656","48","0","191","1031","2025","1141","pre-booking","","11","3","2018-06-30","",""
"606","656","645","656","48","0","191","1031","2026","1142","pre-booking","","11","3","2018-06-30","",""
"607","656","645","656","48","0","191","1032","2027","1144","pre-booking","","11","3","2018-06-30","",""
"608","656","645","656","48","0","191","1032","2028","1146","pre-booking","","11","3","2018-06-30","",""
"609","656","645","656","53","0","213","1164","2292","1360","pre-booking","","11","0","2018-06-30","2018-07-14",""
"610","656","645","656","58","0","227","1241","2436","1074","pre-booking","","11","0","2018-06-30","2018-07-02",""
"611","656","645","656","53","0","214","1166","2296","1419","pre-booking","","6","3","2018-06-30","",""
"612","61","58","0","18","0","75","507","991","1422","instant-booking","","12","1","2018-06-30","","2018-06-30"
"613","656","645","656","76","0","294","1746","3457","1423","","","11","3","2018-06-30","",""
"614","656","645","656","76","0","296","1765","3497","1424","","","11","3","2018-07-03","",""
"615","656","645","656","79","0","297","1770","3507","1425","","","11","3","2018-06-30","",""
"616","656","645","656","65","0","249","1376","2748","1426","","","11","0","2018-07-01","2018-07-06",""
"617","656","645","656","65","0","249","1376","2749","1427","","","11","0","2018-07-01","2018-07-06",""
"618","645","645","656","76","0","296","1765","3498","1428","pre-booking","2018-07-20","11","3","2018-07-12","",""
"619","656","645","656","69","0","262","1413","2815","1429","","","11","3","2018-07-01","",""
"620","645","645","656","79","0","297","1772","3514","1430","pre-booking","2018-07-20","11","3","2018-07-13","",""
"621","645","645","656","68","0","258","1397","4012","1431","pre-booking","2018-07-20","11","3","2018-07-12","",""
"622","645","645","656","65","0","248","1371","2736","1447","instant-booking","","11","1","2018-07-12","2018-07-06","2018-07-12"
"623","656","645","656","65","0","247","1368","2730","1433","","","11","0","2018-07-03","2018-07-06",""
"624","656","645","656","65","0","247","1369","2732","1434","","","11","0","2018-07-03","2018-07-06",""
"625","1177","512","0","16","0","70","494","966","297","pre-booking","2018-07-10","12","3","2018-07-02","",""
"626","642","953","1080","54","0","217","1183","2349","1436","instant-booking","","6","1","2018-07-04","","2018-07-04"
"627","656","645","656","76","0","294","1750","3465","1428","","","11","0","2018-07-02","2018-07-03",""
"628","1177","58","0","40","0","164","910","1867","1437","pre-booking","","12","3","2018-07-02","",""
"629","656","645","656","79","0","298","1776","3523","1438","","","11","3","2018-07-02","",""
"630","1788","647","648","47","0","188","1029","2079","1439","pre-booking","2018-08-01","12","3","2018-07-18","",""
"631","1788","647","648","47","0","187","1027","2075","1440","pre-booking","2018-07-05","12","1","2018-07-18","","2018-07-21"
"632","656","645","656","64","0","246","1364","2720","1441","","","11","0","2018-07-02","2018-07-04",""
"633","645","645","656","64","0","245","1360","2710","1441","","","11","0","2018-07-04","2018-07-04",""
"634","656","645","656","76","0","295","1755","3475","1443","","","11","3","2018-07-02","",""
"635","656","645","656","65","0","247","1370","2734","1444","","","11","0","2018-07-02","2018-07-06",""
"636","656","645","656","76","0","293","1739","3442","1445","","","11","3","2018-07-03","",""
"637","656","645","656","76","0","295","1755","3476","1446","","","11","3","2018-07-02","",""
"638","656","645","656","65","0","248","1372","2740","1447","","","11","0","2018-07-02","2018-07-06",""
"639","1033","645","656","57","0","225","1230","2463","1448","pre-booking","2018-07-01","2","3","2018-07-16","","2018-07-01"
"640","656","645","656","57","0","226","1234","2471","702","","","4","3","2018-07-02","",""
"641","1033","645","656","57","0","223","1214","2410","1375","instant-booking","","5","1","2018-07-18","","2018-07-18"
"642","656","645","656","57","0","223","1218","2417","1086","","","1","0","2018-07-02","2018-07-12",""
"643","656","645","656","64","0","243","1352","2690","1449","","","11","0","2018-07-02","2018-07-04",""
"644","654","644","654","52","0","210","1147","2229","1450","instant-booking","","11","1","2018-07-02","","2018-07-02"
"645","1177","58","0","33","0","136","763","1549","1452","instant-booking","","12","1","2018-07-02","","2018-07-03"
"646","656","645","656","57","0","225","1229","2462","1451","","","3","3","2018-07-02","",""
"647","645","645","656","68","0","257","1395","4007","1453","pre-booking","2018-07-20","11","3","2018-07-12","",""
"648","656","645","656","62","0","229","1283","2552","1455","","","11","3","2018-07-02","",""
"649","647","647","648","47","0","188","1028","2077","1456","pre-booking","2018-07-05","12","0","2018-07-02","2018-07-16",""
"650","654","644","654","52","0","210","1147","2230","1454","instant-booking","","11","1","2018-07-02","","2018-07-02"
"651","816","644","654","52","0","211","1151","2240","1457","instant-booking","","6","1","2018-07-09","","2018-07-09"
"652","654","644","654","52","0","211","1154","2245","1458","pre-booking","2018-07-05","11","1","2018-07-02","","2018-07-17"
"653","654","644","654","52","0","209","1143","2219","1459","pre-booking","","5","1","2018-07-02","","2018-07-05"
"654","656","645","656","62","0","229","1282","2550","1463","","","11","3","2018-07-02","",""
"655","656","645","656","62","0","229","1282","2551","1464","","","11","3","2018-07-02","",""
"656","645","645","656","68","0","257","1394","4002","1465","pre-booking","2018-07-20","11","3","2018-07-12","",""
"657","61","58","0","73","0","280","1638","3258","1466","pre-booking","2018-07-20","12","3","2018-07-03","",""
"658","61","512","75","7","0","27","245","452","640","pre-booking","2018-07-10","12","3","2018-07-03","",""
"659","654","644","654","51","0","207","1136","2204","1062","instant-booking","","6","1","2018-07-03","","2018-07-03"
"660","642","953","0","59","0","339","1995","4151","1471","pre-booking","2018-07-18","11","3","2018-07-03","",""
"661","61","512","81","11","0","49","398","773","361","pre-booking","2018-07-10","12","0","2018-07-03","2018-07-04",""
"662","642","651","0","22","0","90","576","1132","1472","instant-booking","","1","1","2018-07-03","","2018-07-03"
"663","642","651","0","22","0","90","576","4113","1473","instant-booking","","1","1","2018-07-03","","2018-07-03"
"664","61","58","0","40","0","164","908","1864","1416","instant-booking","","12","0","2018-07-03","2018-07-22","2018-07-03"
"665","61","611","1318","74","0","284","1669","3322","468","pre-booking","2018-07-13","12","3","2018-07-03","",""
"666","61","611","1318","74","0","284","1669","3323","457","pre-booking","2018-07-16","12","1","2018-07-03","","2018-07-15"
"667","656","645","656","79","0","297","1771","3510","1358","","","11","3","2018-07-03","",""
"668","61","512","3","1","0","4","36","4207","174","pre-booking","2018-07-11","12","3","2018-07-03","",""
"669","61","512","3","1","0","4","34","4092","24","pre-booking","2018-07-10","12","3","2018-07-03","",""
"670","61","512","3","1","0","4","29","62","5","pre-booking","2018-07-12","12","3","2018-07-03","",""
"671","61","512","3","1","0","4","29","1043","558","pre-booking","2018-07-13","12","3","2018-07-03","",""
"672","61","512","3","1","0","3","25","50","1404","pre-booking","2018-07-11","12","3","2018-07-03","",""
"673","61","58","0","14","0","62","472","928","486","pre-booking","2018-07-10","12","3","2018-07-03","",""
"674","896","650","896","31","0","129","726","1464","1476","pre-booking","2018-07-02","4","3","2018-07-03","",""
"675","896","650","896","31","0","129","726","1465","1477","pre-booking","2018-07-02","4","3","2018-07-03","",""
"676","654","644","654","51","0","207","1136","2205","1475","","","1","3","2018-07-03","",""
"677","642","651","0","50","0","202","1109","2150","1478","pre-booking","2018-07-15","11","0","2018-07-03","2018-07-20",""
"678","61","58","0","33","0","137","766","1554","1479","pre-booking","2018-07-09","12","3","2018-07-03","",""
"679","1080","953","1080","54","0","219","1196","2375","1480","instant-booking","2018-07-09","8","1","2018-07-13","","2018-07-13"
"680","642","651","0","50","0","201","1105","2142","1481","pre-booking","2018-07-19","11","0","2018-07-03","2018-07-16",""
"681","642","953","1080","54","0","218","1193","2370","1482","instant-booking","","7","1","2018-07-03","","2018-07-03"
"682","647","647","648","35","0","149","842","1702","1483","instant-booking","","12","1","2018-07-03","","2018-07-03"
"683","642","651","0","22","0","90","578","1136","1484","instant-booking","","11","0","2018-07-03","2018-07-16","2018-07-03"
"684","61","512","81","11","0","47","383","738","929","instant-booking","","12","1","2018-07-03","","2018-07-02"
"685","61","512","81","11","0","47","386","745","964","pre-booking","2018-07-09","12","3","2018-07-03","",""
"686","61","512","81","11","0","47","386","744","966","pre-booking","2018-07-10","12","3","2018-07-03","",""
"687","61","512","81","11","0","47","382","736","419","pre-booking","2018-07-10","12","3","2018-07-03","",""
"688","61","512","81","11","0","48","393","763","354","pre-booking","2018-07-11","12","3","2018-07-03","",""
"689","1177","58","0","40","0","165","917","1881","1485","instant-booking","","12","1","2018-07-03","","2018-07-15"
"690","720","644","720","60","0","238","1340","2674","1486","instant-booking","","3","1","2018-07-07","","2018-07-07"
"691","1780","58","0","38","0","159","874","1791","1487","instant-booking","","12","1","2018-07-22","","2018-07-22"
"692","61","512","81","11","0","48","391","758","357","pre-booking","2018-07-11","12","3","2018-07-03","",""
"693","61","58","0","3","0","91","561","1069","52","pre-booking","2018-07-10","12","3","2018-07-03","",""
"694","61","512","81","11","0","46","374","748","347","pre-booking","2018-07-10","12","3","2018-07-03","",""
"695","61","512","81","11","0","46","377","728","507","pre-booking","2018-07-10","12","3","2018-07-03","",""
"696","61","58","0","3","0","9","79","158","406","pre-booking","2018-07-11","12","3","2018-07-03","",""
"697","1314","58","0","3","0","9","80","162","407","instant-booking","2018-07-11","12","1","2018-07-19","","2018-07-11"
"698","61","58","0","3","0","9","80","160","411","pre-booking","2018-07-12","12","3","2018-07-03","",""
"699","61","58","0","3","0","9","81","161","296","pre-booking","2018-07-13","12","3","2018-07-03","",""
"700","61","58","0","3","0","9","83","168","401","pre-booking","2018-07-12","12","3","2018-07-03","",""
"701","645","645","656","44","0","175","975","1969","1488","pre-booking","2018-07-18","11","0","2018-07-13","2018-07-22",""
"702","1080","953","1080","54","0","218","1190","2364","1490","instant-booking","","11","1","2018-07-13","","2018-07-13"
"703","642","953","1080","54","0","218","1190","2363","1491","instant-booking","","11","1","2018-07-03","","2018-07-03"
"704","642","651","0","50","0","201","1106","2144","1492","pre-booking","","11","1","2018-07-04","","2018-07-21"
"705","611","611","1318","72","0","277","1616","2986","1493","instant-booking","","12","1","2018-07-04","","2018-07-04"
"706","61","512","81","11","0","48","388","751","360","pre-booking","2018-07-20","12","3","2018-07-04","",""
"707","61","512","81","11","0","49","401","781","371","instant-booking","","12","1","2018-07-04","","2018-07-04"
"708","1080","953","1080","54","0","216","1176","2335","1494","instant-booking","","6","1","2018-07-04","","2018-07-30"
"709","1177","512","0","16","0","70","494","967","47","pre-booking","2018-07-01","12","3","2018-07-04","",""
"710","1080","953","1080","54","0","219","1195","2373","1495","instant-booking","","4","0","2018-07-04","2018-07-04","2018-07-04"
"711","1080","953","1080","54","0","219","1195","2374","1496","instant-booking","","6","0","2018-07-04","2018-07-04","2018-07-01"
"712","656","645","656","79","0","298","1778","3527","1497","","","11","3","2018-07-04","",""
"713","656","645","656","44","0","176","979","1977","1498","","","11","3","2018-07-04","",""
"714","1177","645","656","44","0","176","979","1976","1500","pre-booking","2018-07-18","11","3","2018-07-13","",""
"715","645","645","656","64","0","243","1352","2689","1218","pre-booking","","11","0","2018-07-04","2018-07-04",""
"716","645","645","656","64","0","243","1355","2697","1228","pre-booking","","11","0","2018-07-04","2018-07-04",""
"717","645","645","656","64","0","243","1355","2698","1224","pre-booking","","11","0","2018-07-04","2018-07-04",""
"718","645","645","656","64","0","245","1360","2711","1442","","","11","0","2018-07-04","2018-07-04",""
"719","656","645","656","76","0","295","1760","3486","1501","","","11","3","2018-07-04","",""
"720","642","651","0","61","0","342","2005","4171","1469","pre-booking","2018-07-18","11","3","2018-07-04","",""
"721","642","651","0","61","0","341","1999","4159","1470","pre-booking","","11","1","2018-07-04","","2018-07-22"
"722","642","651","0","61","0","341","1999","4160","1502","pre-booking","2018-07-18","11","1","2018-07-04","","2018-07-22"
"723","642","651","0","61","0","341","2001","4163","1503","pre-booking","2018-07-18","11","1","2018-07-04","","2018-07-22"
"724","645","645","656","64","0","243","1352","2689","1213","pre-booking","","11","3","2018-07-04","",""
"725","645","645","656","64","0","243","1352","2690","1218","pre-booking","","11","3","2018-07-04","",""
"726","645","645","656","64","0","243","1353","2691","1221","instant-booking","","11","1","2018-07-15","","2018-07-15"
"727","642","651","0","61","0","341","2001","4164","1504","pre-booking","2018-07-18","11","0","2018-07-04","2018-07-22",""
"728","645","645","656","64","0","244","1356","2698","1040","pre-booking","2018-07-20","11","3","2018-07-14","",""
"729","645","645","656","64","0","244","1356","2700","1336","pre-booking","2018-07-20","11","3","2018-07-14","",""
"730","642","651","0","61","0","342","2005","4172","1506","pre-booking","2018-07-18","11","0","2018-07-04","2018-07-22",""
"731","651","651","0","61","0","342","2004","4169","1506","pre-booking","2018-07-18","11","1","2018-07-22","","2018-07-22"
"732","645","645","656","64","0","243","1354","2692","1228","instant-booking","","11","1","2018-07-14","","2018-07-14"
"733","645","645","656","64","0","243","1354","2695","1224","instant-booking","","11","0","2018-07-14","2018-07-14","2018-07-14"
"734","645","645","656","64","0","243","1355","2697","1339","pre-booking","2018-07-20","11","0","2018-07-15","2018-07-20",""
"735","645","645","656","64","0","243","1355","2696","1338","instant-booking","","11","1","2018-07-16","","2018-07-16"
"736","656","645","656","57","0","225","1233","2470","1505","pre-booking","2018-07-02","2","3","2018-07-04","","2018-07-01"
"737","645","645","656","64","0","245","1360","2711","1441","pre-booking","2018-07-20","11","3","2018-07-14","",""
"738","645","645","656","64","0","245","1360","2712","1442","pre-booking","2018-07-20","11","3","2018-07-14","",""
"739","642","651","0","50","0","201","1106","4097","1507","pre-booking","2018-07-18","3","1","2018-07-18","","2018-07-21"
"740","645","645","656","64","0","245","1361","2714","1244","pre-booking","","11","0","2018-07-04","2018-07-12",""
"741","1033","645","656","57","0","225","1227","2457","687","instant-booking","","11","1","2018-07-21","","2018-07-01"
"742","645","645","656","64","0","245","1363","2719","1247","pre-booking","","11","3","2018-07-04","",""
"743","645","645","656","64","0","246","1365","2720","1250","pre-booking","2018-07-18","11","3","2018-07-12","",""
"744","645","645","656","64","0","246","1365","2723","1251","pre-booking","2018-07-18","11","3","2018-07-12","",""
"745","656","645","656","57","0","224","1221","2423","1044","","","2","0","2018-07-04","2018-07-12",""
"746","645","645","656","64","0","246","1367","2729","1252","instant-booking","","1","1","2018-07-12","","2018-07-12"
"747","645","645","656","64","0","243","1353","2693","1508","pre-booking","2018-07-19","11","0","2018-07-18","2018-07-20",""
"748","645","645","656","64","0","243","1353","2694","1509","pre-booking","2018-07-19","11","0","2018-07-18","2018-07-19",""
"749","645","645","656","64","0","244","1357","2702","1341","pre-booking","2018-07-18","11","0","2018-07-10","2018-07-15",""
"750","656","645","656","57","0","226","1234","2472","705","","","2","3","2018-07-04","",""
"751","656","645","656","76","0","296","1762","3491","1511","","","11","3","2018-07-04","",""
"752","656","645","656","76","0","295","1760","3485","1513","","","11","3","2018-07-04","",""
"753","1177","58","0","18","0","76","508","993","535","instant-booking","","12","1","2018-07-04","","2018-07-04"
"754","656","645","656","76","0","294","1747","3459","1517","","","11","3","2018-07-04","",""
"755","642","953","0","59","0","242","1350","2613","1519","pre-booking","2018-07-18","11","3","2018-07-04","",""
"756","645","645","656","76","0","295","1759","3484","1518","pre-booking","2018-07-18","11","3","2018-07-14","",""
"757","656","645","656","79","0","297","1771","3509","1520","","","11","3","2018-07-04","",""
"758","642","953","0","59","0","241","1346","2603","1521","pre-booking","18-07-2018","11","3","2018-07-04","",""
"759","645","645","656","44","0","175","975","1969","1522","pre-booking","2018-07-20","11","3","2018-07-22","",""
"760","61","512","0","16","0","69","490","958","1077","instant-booking","","12","1","2018-07-05","","2018-07-05"
"761","61","512","0","16","0","69","489","956","290","instant-booking","","12","1","2018-07-05","","2018-07-05"
"762","61","512","0","16","0","70","492","963","303","pre-booking","2018-07-20","12","3","2018-07-05","",""
"763","61","512","0","16","0","70","495","968","291","pre-booking","2018-07-10","12","3","2018-07-05","",""
"764","642","953","0","59","0","242","1350","2614","1525","pre-booking","2018-07-18","11","3","2018-07-05","",""
"765","61","58","0","3","0","9","85","170","1467","pre-booking","2018-07-20","12","3","2018-07-05","",""
"766","61","58","0","3","0","9","84","167","416","pre-booking","2018-07-16","12","3","2018-07-05","",""
"767","61","58","0","3","0","91","555","1055","55","pre-booking","2018-07-18","12","3","2018-07-05","",""
"768","61","58","0","33","0","136","761","1544","483","pre-booking","2018-07-17","12","3","2018-07-05","",""
"769","1177","512","81","11","0","46","375","749","1526","instant-booking","","12","1","2018-07-05","","2018-07-05"
"770","1177","512","0","16","0","68","487","952","1527","instant-booking","","12","1","2018-07-20","","2018-07-20"
"771","1080","953","1080","54","0","217","1182","2347","1528","instant-booking","","6","1","2018-07-22","","2018-07-22"
"772","816","644","816","52","0","209","1146","2227","1529","pre-booking","2018-07-06","2","1","2018-07-05","","2018-07-07"
"773","1177","512","0","16","0","68","487","953","1530","instant-booking","","12","1","2018-07-20","","2018-07-20"
"774","642","651","0","50","0","203","1113","2159","1531","pre-booking","2018-07-18","11","1","2018-07-21","","2018-07-22"
"775","645","645","656","64","0","246","1364","2722","1532","pre-booking","2018-07-19","11","3","2018-07-18","",""
"776","645","645","656","64","0","246","1364","2721","1533","pre-booking","2018-07-18","11","3","2018-07-14","",""
"777","1177","58","0","38","0","160","880","1804","1534","instant-booking","","12","1","2018-07-05","","2018-07-05"
"778","61","611","1318","72","0","276","1601","2965","1537","instant-booking","","12","1","2018-07-05","","2018-07-21"
"779","1177","58","0","73","0","280","1639","3259","1538","instant-booking","","12","1","2018-07-05","","2018-07-05"
"780","1177","58","0","73","0","280","1639","3260","1539","instant-booking","","12","1","2018-07-05","","2018-07-05"
"781","720","644","720","60","0","236","1329","2645","728","instant-booking","","6","0","2018-07-05","2018-07-05","2018-07-05"
"782","720","644","720","60","0","238","1343","2682","1541","instant-booking","","3","1","2018-07-05","","2018-07-05"
"783","720","644","720","60","0","236","1329","2645","728","instant-booking","","6","1","2018-07-05","","2018-04-01"
"784","58","58","0","40","0","163","907","1861","1542","instant-booking","","12","1","2018-07-05","","2018-07-05"
"785","642","651","0","22","0","90","581","1142","1543","pre-booking","2018-07-19","11","0","2018-07-06","2018-07-21",""
"786","642","651","0","22","0","90","574","1128","1544","instant-booking","","11","0","2018-07-06","2018-07-21","2018-07-06"
"787","642","651","0","22","0","90","574","1129","1545","instant-booking","","11","0","2018-07-06","2018-07-21","2018-07-06"
"788","645","645","656","65","0","247","1368","2730","1433","pre-booking","2018-07-19","11","3","2018-07-12","",""
"789","645","645","656","65","0","247","1368","2731","1432","instant-booking","","11","1","2018-07-06","","2018-07-18"
"790","645","645","656","65","0","247","1368","2732","1535","instant-booking","","11","1","2018-07-06","","2018-07-18"
"791","645","645","656","65","0","247","1368","2733","1536","instant-booking","","11","1","2018-07-06","","2018-07-18"
"792","645","645","656","65","0","248","1371","2739","1447","instant-booking","","11","1","2018-07-06","","2018-07-18"
"793","645","645","656","65","0","248","1371","2740","1434","instant-booking","","11","1","2018-07-06","","2018-07-18"
"794","645","645","656","65","0","248","1372","2746","1355","pre-booking","2018-07-19","11","3","2018-07-08","",""
"795","642","651","0","22","0","89","551","1111","1546","instant-booking","2018-07-07","11","1","2018-07-06","","2018-07-06"
"796","651","651","0","22","0","90","571","1122","1548","pre-booking","2018-07-19","11","3","2018-07-22","",""
"797","642","953","0","59","0","241","1347","2606","1549","pre-booking","2018-07-18","11","3","2018-07-06","",""
"798","642","651","0","22","0","89","541","1052","1553","instant-booking","","11","1","2018-07-06","","2018-07-06"
"799","61","611","1318","72","0","274","1570","2919","1559","instant-booking","","12","1","2018-07-06","","2018-07-20"
"800","61","58","0","73","0","279","1635","3252","1561","instant-booking","","12","1","2018-07-06","","2018-07-10"
"801","1","58","0","70","0","265","1419","2790","1551","pre-booking","2018-07-26","12","3","2018-07-07","",""
"802","949","512","3","1","0","3","19","40","1550","pre-booking","2018-07-15","12","3","2018-07-07","",""
"803","651","651","0","22","0","90","578","1137","1562","pre-booking","2018-07-18","11","3","2018-07-07","",""
"804","896","650","896","31","0","134","733","1485","1565","pre-booking","2018-07-07","6","3","2018-07-20","",""
"805","896","650","896","31","0","134","733","1484","1566","pre-booking","2018-07-07","6","3","2018-07-20","",""
"806","642","651","0","22","0","89","543","1095","1568","instant-booking","","2","1","2018-07-07","","2018-07-07"
"807","642","651","0","50","0","202","1109","2150","1547","pre-booking","2018-07-18","11","1","2018-07-21","","2018-07-22"
"808","642","651","0","50","0","201","1106","2145","1547","pre-booking","2018-07-18","11","0","2018-07-07","2018-07-09",""
"809","642","651","0","50","0","201","1106","2145","1547","pre-booking","2018-07-18","11","0","2018-07-07","2018-07-09",""
"810","642","651","0","50","0","201","1106","2145","1547","pre-booking","2018-07-18","11","0","2018-07-07","2018-07-09",""
"811","642","651","0","50","0","201","1106","2145","1547","pre-booking","2018-07-18","11","0","2018-07-07","2018-07-09",""
"812","642","651","0","50","0","201","1106","2145","1547","pre-booking","2018-07-18","11","0","2018-07-07","2018-07-09",""
"813","816","644","816","52","0","210","1147","2231","1554","instant-booking","","11","1","2018-07-07","","2018-07-07"
"814","816","644","816","52","0","211","1151","2239","1567","instant-booking","","4","1","2018-07-09","","2018-07-09"
"815","720","644","720","60","0","236","1328","2643","1569","instant-booking","","6","1","2018-07-07","","2018-07-07"
"816","720","644","720","60","0","237","1338","2669","1570","instant-booking","","6","1","2018-07-07","","2018-07-07"
"817","720","644","720","60","0","237","1335","2660","1573","instant-booking","","1","1","2018-07-15","","2018-07-15"
"818","720","644","720","60","0","238","1341","2677","1574","instant-booking","","3","1","2018-07-07","","2018-07-07"
"819","720","644","720","60","0","237","1335","4325","1575","instant-booking","","1","1","2018-07-07","","2018-07-07"
"820","720","644","720","60","0","236","1330","2647","1576","instant-booking","","3","1","2018-07-07","","2018-07-07"
"821","654","644","654","51","0","204","1116","2164","1577","instant-booking","","6","1","2018-07-15","","2018-07-15"
"822","720","644","720","60","0","235","1319","2618","1578","instant-booking","","3","1","2018-07-07","","2018-07-07"
"823","647","647","648","35","0","150","839","1724","1579","pre-booking","2018-07-15","12","3","2018-07-07","",""
"824","720","644","720","60","0","237","1335","2659","1460","instant-booking","","1","1","2018-07-07","","2018-07-06"
"825","1177","512","3","1","0","1","2","4","1552","pre-booking","2018-07-20","12","3","2018-07-07","",""
