"id","property_id","cluster_manager_id","manager_id","tenant_id","bed_id","booking_category","stay_tenure","payment_type","booking_amount","move_in_charge","deposit_price","discount_price","bed_price","due_fee","total_price","collect_fee","create_date","status"
"249","60","644","720","758","2635","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"250","60","644","720","759","2636","instant-booking","","monthly","0","0","0","0","0","-7500","0","7500","2018-06-22","1"
"251","60","644","720","767","2651","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"252","60","644","720","771","2681","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"253","60","644","720","772","2670","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"254","60","644","720","773","2619","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"255","60","644","720","775","2671","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"256","60","644","720","780","2648","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"257","60","644","720","850","2658","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"258","29","647","648","1116","3810","instant-booking","","monthly","0","1000","5800","0","66000","67000","67000","0","2018-06-22","1"
"259","60","644","720","851","2657","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"260","60","644","720","870","2665","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"261","60","644","720","876","2653","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"262","60","644","720","883","2673","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"263","29","647","648","1117","3799","pre-booking","","monthly","0","1000","5800 ","0","69600","-5800","1000","6800","2018-06-22","1"
"264","60","644","720","969","2688","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"265","60","644","720","970","2626","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"266","60","644","720","971","2621","instant-booking","","monthly","16000","500","0","0","0","16500","16500","8000","2018-06-22","1"
"267","60","644","720","972","2622","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"268","60","644","720","973","2623","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"269","60","644","720","975","2620","instant-booking","","","0","0","0","0","0","-10000","0","10000","2018-06-22","1"
"270","60","644","720","976","2617","pre-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"271","60","644","720","977","2634","","","","0","0","0","0","0","-8000","0","8000","2018-06-22","1"
"272","29","647","648","1118","3802","pre-booking","","monthly","500","0","5300 ","0","69600","64800","70100","5300","2018-06-22","1"
"273","60","644","720","978","2632","instant-booking","","","0","0","0","0","0","-8000","0","8000","2018-06-22","1"
"274","60","644","720","979","2630","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"275","60","644","720","980","2631","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"276","60","644","720","982","2629","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"277","60","644","720","983","2624","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"278","29","647","648","1119","3801","pre-booking","","monthly","0","500 ","5300","0","69600","-4800","500","5300","2018-06-22","1"
"279","60","644","720","985","2686","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"280","60","644","720","986","2687","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"281","29","647","648","1092","3803","instant-booking","","","0","1000","6350","0","69600","64250","70600","6350","2018-06-22","1"
"282","60","644","720","987","2685","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"283","60","644","720","988","2684","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"284","60","644","720","989","2683","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"285","60","644","720","990","2660","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","0"
"286","60","644","720","991","2639","instant-booking","","monthly","20000","500","0","0","0","20500","20500","0","2018-07-07","1"
"287","60","644","720","992","2666","instant-booking","","","0","0","0","0","0","-8000","0","8000","2018-06-22","1"
"288","60","644","720","993","2667","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"289","60","644","720","994","2664","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"290","60","644","720","995","2663","instant-booking","","","0","0","0","0","0","-8600","0","8600","2018-06-22","1"
"291","60","644","720","996","2661","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"292","29","647","648","1120","3805","pre-booking","","monthly","0","500","5000","0","66000","66500","66500","0","2018-06-22","1"
"293","60","644","720","997","2654","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"294","60","644","720","1001","2630","instant-booking","","monthly","","","0","0","0","0","0","0","2018-06-22","0"
"295","29","647","648","1009","3806","pre-booking","","","2000","0","0","0","66000","68000","68000","0","2018-06-22","1"
"296","60","644","720","1002","2637","instant-booking","","","0","0","0","0","0","-4000","0","4000","2018-06-22","1"
"297","29","647","648","1010","3807","pre-booking","","monthly","4000","0","0","0","66000","70000","70000","0","2018-06-22","1"
"298","60","644","720","1003","2638","instant-booking","","monthly","19000","500","10000","","0","19500","19500","0","2018-06-29","1"
"299","60","644","720","1004","2649","instant-booking","","","0","0","0","0","0","0","0","0","2018-06-22","1"
"300","29","647","648","1121","3808","instant-booking","","monthly","0","500 ","5800","0","69600","70100","70100","0","2018-06-22","1"
"301","29","647","648","1122","3809","instant-booking","","monthly","0","500","5800 ","0","69600","70100","70100","0","2018-06-22","1"
"302","29","647","648","1123","3804","pre-booking","","monthly","0","1000","5800","0","69600","63250","70600","7350","2018-06-22","1"
"303","72","611","0","1124","2947","instant-booking","","quarterly","5000","500","0","0","152000","132500","157500","25000","2018-06-23","1"
"304","72","611","0","1126","2968","instant-booking","","quarterly","5000","500","0","0","168000","168000","173500","5500","2018-06-23","0"
"305","35","647","648","1127","1707","instant-booking","","monthly","0","500","5800 ","0","69600","58500","70100","11600","2018-06-23","1"
"306","35","647","648","1128","1725","instant-booking","","monthly","","500 ","5800 ","0","69600","58750","70100","11350","2018-06-23","1"
"307","35","647","648","1129","1726","instant-booking","","monthly","0","1000","5800","0","69600","63800","70600","6800","2018-06-23","1"
"308","35","647","648","1130","1727","instant-booking","","monthly","0","1000","5800","0","69600","63550","70600","7050","2018-06-23","1"
"309","35","647","648","1131","1709","instant-booking","","monthly","0","500 ","5800","0","69600","70100","70100","0","2018-06-23","1"
"310","53","645","656","1134","2279","pre-booking","","monthly","","","25000","0","0","0","0","0","2018-06-23","0"
"311","35","647","648","1133","1705","pre-booking","","monthly","0","1000","5800","0","69600","69600","70600","1000","2018-06-23","1"
"312","53","645","656","1134","2280","pre-booking","","monthly","0","0","25000","0","0","0","0","0","2018-06-23","0"
"313","53","645","656","1139","2282","pre-booking","","monthly","5000","0","15000","0","0","5000","5000","0","2018-06-23","0"
"314","53","645","656","1136","2281","pre-booking","","monthly","10000","0","15000","0","0","10000","10000","0","2018-06-23","0"
"315","72","611","0","1149","2945","instant-booking","","half-yearly","5000","500","0","0","132000","132000","137500","5500","2018-06-23","1"
"316","28","647","648","1173","3707","instant-booking","","monthly","0","1000","5800 ","0","69600","63600","70600","7000","2018-06-23","1"
"317","28","647","648","1174","3706","instant-booking","","monthly","0","1000","5800 ","0","69600","56900","70600","13700","2018-06-23","1"
"318","28","647","648","1176","3715","instant-booking","","monthly","0","1000","5800 ","0","69600","60600","70600","10000","2018-06-23","1"
"319","28","647","648","1245","3718","pre-booking","","monthly","5000","0","0","0","69600","69600","74600","5000","2018-06-23","1"
"320","72","611","0","1253","3010","instant-booking","","quarterly","5000","500","0","0","144000","144000","149500","5500","2018-06-23","1"
"321","72","611","0","1254","2928","instant-booking","","quarterly","5000","500","0","0","132000","132000","137500","5500","2018-06-23","1"
"322","1","512","3","1255","4206","instant-booking","","half-yearly","5000","500","0","0","240000","245500","245500","500","2018-07-06","1"
"323","28","647","648","1154","3710","instant-booking","","monthly","0","1000","1000","0","69600","68600","70600","2000","2018-06-23","1"
"324","22","651","0","1259","1097","pre-booking","","monthly","2000","0","0","0","144000","146000","146000","0","2018-06-24","1"
"325","28","647","648","1179","3716","pre-booking","","monthly","2000","0","0","0","69600","68600","71600","3000","2018-06-24","1"
"326","50","651","0","1258","2146","pre-booking","","monthly","5000","500","0","0","0","5500","5500","0","2018-06-24","0"
"327","72","611","0","1260","2929","instant-booking","","quarterly","5000","500","0","0","132000","137500","137500","0","2018-06-24","0"
"328","72","611","0","1260","2946","instant-booking","","quarterly","5000","500","0","0","132000","132000","137500","5500","2018-06-24","1"
"329","1","512","3","1262","59","instant-booking","","half-yearly","5000","500","0","0","264000","269500","269500","0","2018-06-24","0"
"330","60","644","720","1269","2618","instant-booking","","monthly","0","0","0","0","0","0","0","0","2018-06-24","1"
"331","60","644","720","1270","2678","instant-booking","","monthly","8000","0","0","0","0","8000","8000","0","2018-06-30","1"
"332","60","644","720","1272","2680","instant-booking","","monthly","11000","500","0","0","0","11500","11500","0","2018-06-30","1"
"333","51","644","654","958","2168","instant-booking","","monthly","0","0","0","0","138000","110000","138000","28000","2018-06-25","1"
"334","1","512","3","1262","63","pre-booking","","half-yearly","5000","500","0","0","264000","269500","269500","500","2018-06-25","1"
"335","28","647","648","1274","3720","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","0","2018-06-25","1"
"336","51","644","654","1276","2170","instant-booking","","monthly","0","0","0","0","138000","138000","138000","0","2018-06-25","0"
"337","11","512","81","1275","748","instant-booking","","half-yearly","5000","500","0","0","180000","185000","185500","500","2018-06-25","1"
"338","28","647","648","1277","3719","","","monthly","0","1000","5800","0","69600","70600","70600","0","2018-06-25","1"
"339","51","644","654","1278","2164","instant-booking","","monthly","0","0","0","0","150000","150000","150000","0","2018-06-25","0"
"340","51","644","654","1279","2165","instant-booking","","monthly","0","0","0","0","150000","128220","150000","21780","2018-06-25","0"
"341","40","58","0","273","1863","instant-booking","","half-yearly","5000","500","0","0","216000","221500","221500","0","2018-06-25","1"
"342","73","58","0","1281","3261","instant-booking","","half-yearly","5000","500","0","0","240000","245500","245500","0","2018-06-25","1"
"343","73","58","0","1282","3256","instant-booking","","half-yearly","5000","500","0","0","240000","245500","245500","0","2018-06-25","1"
"344","31","650","896","1280","1494","instant-booking","","monthly","1750","500","0","0","90000","92250","92250","0","2018-06-25","1"
"345","31","650","896","902","1466","instant-booking","","monthly","7000","0","0","0","84000","84000","91000","7000","2018-06-25","0"
"346","31","650","896","901","1467","instant-booking","","monthly","7000","0","0","0","84000","84000","91000","7000","2018-06-25","0"
"347","31","650","896","897","1468","instant-booking","","monthly","7000","0","0","0","84000","84000","91000","7000","2018-06-25","0"
"348","31","650","896","903","1475","instant-booking","","monthly","7500","500","0","0","90000","90000","98000","8000","2018-06-25","0"
"349","31","650","896","898","1478","instant-booking","","monthly","7000","0","0","0","90000","89500","97000","7500","2018-06-25","0"
"350","31","650","896","899","1480","instant-booking","","monthly","6500","0","0","0","78000","78000","84500","6500","2018-06-25","0"
"351","31","650","896","1202","1481","instant-booking","","monthly","1733","500","0","0","78000","80233","80233","0","2018-06-25","1"
"352","52","644","816","1283","2227","instant-booking","","monthly","0","0","0","0","0","0","0","0","2018-06-25","0"
"353","29","647","648","1284","3785","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","0","2018-06-25","1"
"354","28","1650","0","1285","3700","pre-booking","","monthly","0","0","5800","0","69600","63800","69600","5800","2018-06-25","1"
"355","54","953","1080","1268","2381","instant-booking","","monthly","2000","0","7000","0","0","2000","2000","0","2018-06-25","1"
"356","54","953","1080","1264","2342","instant-booking","","monthly","0","0","9000","0","0","0","0","0","2018-06-25","1"
"357","54","953","1080","1288","2365","instant-booking","","monthly","2000","0","","0","0","2000","2000","0","2018-06-25","1"
"358","54","953","1080","1290","2337","instant-booking","","monthly","5000","0","0","0","0","5000","5000","0","2018-06-25","0"
"359","54","953","1080","1265","2366","instant-booking","","monthly","6000","0","0","0","0","6000","6000","0","2018-06-25","1"
"360","22","651","0","1291","1103","pre-booking","","monthly","4000","0","0","0","120000","124000","124000","0","2018-06-25","1"
"361","57","950","1033","1292","2465","instant-booking","","monthly","0","500","14000","-24000","192000","42500","42500","0","2018-06-25","1"
"362","60","644","720","1294","2668","instant-booking","","monthly","12333","500","0","0","0","3833","12833","9000","2018-06-30","1"
"363","1","512","3","1293","61","pre-booking","","","5000","500","0","0","264000","269500","269500","0","2018-06-25","1"
"364","41","58","0","1298","1922","","","","5000","500","5500","0","240000","245500","245500","0","2018-06-25","1"
"365","41","58","0","1299","1919","instant-booking","12","","5000","500","5500","0","240000","192000","245500","53500","2018-06-25","1"
"366","54","953","1080","1300","2340","instant-booking","","monthly","2500","0","9500","0","0","2500","2500","0","2018-06-26","1"
"367","54","953","1080","1301","2339","instant-booking","","monthly","500","0","8000","0","0","500","500","0","2018-06-26","1"
"368","54","953","1080","1289","2341","instant-booking","","","","","180000","0","0","0","0","0","2018-06-26","1"
"369","54","953","1080","1303","2343","instant-booking","","monthly","","","9000","0","0","0","0","0","2018-06-29","1"
"370","54","953","1080","1304","2377","instant-booking","","monthly","","","","0","126000","45000","63000","18000","2018-06-29","1"
"371","35","647","648","1305","1631","pre-booking","","monthly","5000","","","0","69600","74600","74600","0","2018-06-26","1"
"372","50","651","0","1306","2158","pre-booking","","monthly","5000","0","0","0","0","5000","5000","0","2018-06-26","0"
"373","32","871","0","1307","1615","pre-booking","","monthly","7000","500","4000","500","120000","127000","127000","0","2018-06-26","0"
"374","7","512","75","913","433","pre-booking","","half-yearly","","","0","0","264000","132000","264000","132000","2018-06-28","1"
"375","7","512","75","402","434","pre-booking","","","5000","500","0","0","264000","5000","269500","264500","2018-06-26","1"
"376","40","58","0","1309","1872","instant-booking","","quarterly","5000","500","5500","","204000","204000","209500","5500","2018-06-26","1"
"377","3","58","0","1310","170","","","half-yearly","5000","500","5500","0","192000","192000","197500","5500","2018-06-26","0"
"378","3","58","0","1310","170","","","half-yearly","5000","500","5500","0","192000","197500","197500","0","2018-06-26","0"
"379","50","651","0","1311","2146","pre-booking","","monthly","5000","500","0","0","0","-30500","5500","36000","2018-06-27","1"
"380","11","512","81","1312","716","instant-booking","","quarterly","5000","500","0","0","168000","61500","173500","112000","2018-06-27","1"
"381","47","647","648","1313","2053","pre-booking","","","1995","0","0","0","84000","85995","85995","0","2018-06-27","0"
"382","47","647","648","1090","2052","instant-booking","","monthly","0","1000","5800","0","84000","85000","85000","0","2018-06-27","0"
"383","47","647","648","1316","2050","instant-booking","","monthly","","1000","7000","0","84000","70000","85000","15000","2018-06-27","1"
"384","47","647","648","1317","2051","instant-booking","","monthly","","1000","7000","0","84000","63000","85000","22000","2018-06-27","1"
"385","47","647","648","904","2070","instant-booking","","monthly","","1000","7000","0","84000","72000","85000","13000","2018-06-27","1"
"386","47","647","648","1319","2072","pre-booking","","monthly","","1000","7000","0","84000","85000","85000","0","2018-06-27","1"
"387","72","611","1318","127","2989","instant-booking","","half-yearly","5000","500","5500","0","144000","72000","149500","77500","2018-06-27","1"
"388","74","611","1318","452","3306","instant-booking","","","5000","500","0","42000","162000","125500","125500","0","2018-06-27","1"
"389","74","611","1318","454","3328","instant-booking","","quarterly","5000","500","0","12000","162000","155500","155500","0","2018-06-27","1"
"390","35","647","648","1322","1636","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","0","2018-06-27","0"
"391","74","611","1318","459","3347","instant-booking","","quarterly","5000","500","0","0","162000","167500","167500","0","2018-06-27","1"
"392","74","611","1318","463","3362","instant-booking","","quarterly","5000","500","5500","0","162000","120000","167500","47500","2018-06-27","1"
"393","3","58","0","1324","151","instant-booking","","half-yearly","5000","500","0","0"," 192000","192000","197500","5500","2018-06-27","1"
"394","35","647","648","1325","1635","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","0","2018-06-27","0"
"395","3","58","0","1323","151","instant-booking","","half-yearly","5000","4","0","0"," 192000","191504","197004","5500","2018-06-27","1"
"396","33","58","0","1321","1552","instant-booking","","half-yearly","5000","500","0","0","204000","108000","209500","101500","2018-06-27","1"
"397","73","58","0","1320","3251","instant-booking","","half-yearly","5000","500","0","0","240000","144000","245500","101500","2018-06-27","1"
"398","35","647","648","1326","1634","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","0","2018-06-27","0"
"399","28","647","648","1327","3712","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","","2018-06-27","1"
"400","28","647","648","1329","3713","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","","2018-06-27","1"
"401","54","953","1080","1330","2369","instant-booking","","","0","0","0","0","0","0","0","","2018-06-27","1"
"402","13","512","0","1331","868","pre-booking","","quarterly","5000","500","0","12000","204000","192000","197500","5500","2018-06-27","1"
"403","13","512","0","231","882","instant-booking","","quarterly","5000","500","5500","0","288000","197000","293500","96500","2018-06-27","1"
"404","13","512","0","237","862","instant-booking","","quarterly","5000","500","0","0","168000","173000","173500","500","2018-06-27","1"
"405","1","512","3","141","3","pre-booking","","half-yearly","5000","500","125000","0"," 240000 ","245500","245500","","2018-06-28","0"
"406","1","512","3","141","3","pre-booking","","half-yearly","5000","500","0","0"," 240000 ","245500","245500","","2018-06-28","0"
"407","1","512","3","141","3","pre-booking","","half-yearly","5000","","0","0"," 240000 ","125000","245000","120000","2018-06-28","1"
"408","7","512","75","29","464","instant-booking","","half-yearly","5000","500","0","0","216000","108000","221500","113500","2018-06-28","1"
"409","7","512","75","919","471","","","half-yearly","5000","500","0","0","240000","0","245500","245500","2018-06-28","1"
"410","43","953","0","1332","4420","pre-booking","","monthly","500","5000","0","0","13500","17875","17875","5500","2018-06-28","1"
"411","7","512","75","1333","475","pre-booking","","half-yearly","5000","500","0","0","216000","221500","221500","54000","2018-06-28","1"
"412","7","512","75","170","463","instant-booking","","half-yearly","5000","500","0","0","216000","162000","221500","59500","2018-06-28","1"
"413","7","512","75","21","461","instant-booking","","half-yearly","5000","500","0","0","216000","216000","221500","5500","2018-06-28","1"
"414","7","512","75","325","438","pre-booking","","half-yearly","5000","500","0","0","216000","161000","221500","60500","2018-06-28","1"
"415","64","645","656","1336","2701","pre-booking","","monthly","5000","500","0","0","187000","192500","192500","","2018-06-28","0"
"416","75","512","0","1337","3399","instant-booking","","half-yearly","5000","500","0","0","150000","155500","155500","","2018-06-28","0"
"417","7","512","75","917","462","instant-booking","","half-yearly","5000","500","0","0","216000 ","162000","221500","59500","2018-06-28","1"
"418","64","645","656","1338","2708","instant-booking","","monthly","5000","500","0","17000","209000","197500","197500","","2018-07-04","0"
"419","64","645","656","1339","2709","instant-booking","","monthly","5000","500","0","17000","209000","197500","197500","","2018-06-29","0"
"420","64","645","656","1040","2699","pre-booking","","monthly","5000","0","0","0","187000","192000","192000","","2018-06-28","0"
"421","54","953","1080","1340","2357","instant-booking","12","monthly","0","0","0","0","0","-10000","0","10000","2018-06-28","1"
"422","33","58","0","1026","1556","pre-booking","","half-yearly","5000","500","0","0","204000","141500","209500","68000","2018-06-28","1"
"423","64","645","656","1341","2702","pre-booking","","monthly","5000","500","0","0","187000","192500","192500","","2018-06-28","0"
"424","22","651","0","1286","2012","pre-booking","","","0","0","0","0","0","0","0","","2018-06-28","1"
"425","22","651","0","1343","2011","pre-booking","","monthly","0","0","0","0","0","0","0","","2018-06-28","1"
"426","22","651","0","1345","1115","pre-booking","","","0","0","0","0","180000","168000","180000","24000","2018-06-28","0"
"427","22","651","0","1347","4112","pre-booking","","","0","0","0","0","0","0","0","","2018-06-28","0"
"428","22","651","0","1348","2008","instant-booking","","","0","0","0","0","0","0","0","","2018-06-28","0"
"429","22","651","0","1335","1113","instant-booking","","","0","0","0","0","144000","144000","144000","","2018-06-28","0"
"430","22","651","0","1351","2004","pre-booking","","","0","0","0","0","0","0","0","","2018-06-28","0"
"431","22","651","0","1352","2005","pre-booking","","","0","0","0","0","0","0","0","","2018-06-28","0"
"432","53","645","656","1349","2291","instant-booking","","","0","0","0","0","115500","115500","115500","","2018-06-28","1"
"433","22","651","0","1353","1116","pre-booking","","","0","0","0","0","144000","138000","144000","6000","2018-06-28","0"
"434","22","651","0","1081","1108","pre-booking","","","5000","0","0","0","180000","168000","185000","17000","2018-06-28","1"
"435","22","651","0","1287","1133","","","","11000","0","0","0","120000","108500","131000","22500","2018-06-28","1"
"436","65","645","656","1355","2730","","","","0","0","0","0","165000","165000","165000","","2018-06-28","0"
"437","69","645","656","1356","2805","instant-booking","","monthly","5500","0","0","0","110000","115500","115500","5500","2018-06-28","1"
"438","53","645","656","1360","2306","pre-booking","","monthly","5500","0","0","0","154000","159500","159500","","2018-06-28","0"
"439","76","645","765","1361","3439","instant-booking","","monthly","0","500","0","0","203500","187042","187042","5500","2018-06-28","1"
"440","76","645","765","1363","3456","","","","0","0","5000","0","18500","18500","18500","","2018-07-03","0"
"441","76","645","765","1365","3446","","","","0","0","0","0","22000","22000","22000","","2018-06-28","0"
"442","28","647","648","1366","3717","instant-booking","","","0","0","5800","0","69600","69600","69600","","2018-06-29","1"
"443","40","58","0","1368","1882","instant-booking","","half-yearly","5000","500","0","0","192000","192000","197500","5500","2018-06-29","1"
"444","40","58","0","1369","1876","instant-booking","","half-yearly","5000","500","0","0","216000","221500","221500","","2018-06-29","1"
"445","40","58","0","1370","1875","instant-booking","","half-yearly","5000","500","0","0","216000","221500","221500","","2018-06-29","1"
"446","44","645","656","1168","1960","instant-booking","","monthly","0","0","0","0","208000","208000","208000","","2018-06-29","1"
"447","3","58","0","1371","146","instant-booking","","half-yearly","5000","500","0","0","180000","185500","185500","","2018-06-29","1"
"448","44","645","656","1257","1998","instant-booking","","monthly","0","0","0","0","216000","216000","216000","","2018-06-29","0"
"449","3","58","0","1372","1497","instant-booking","","half-yearly","5000","500","0","0","180000","180000","185500","5500","2018-06-29","1"
"450","44","645","656","1243","1996","pre-booking","","monthly","0","0","0","15000","208000","193000","193000","","2018-06-29","0"
"451","44","645","656","1249","1991","pre-booking","","monthly","0","0","0","15000","208000","193000","193000","","2018-06-29","0"
"452","47","647","648","1373","2078","pre-booking","","monthly","2000","0","0","0","84000","86000","86000","","2018-07-02","1"
"453","44","645","656","1175","1971","pre-booking","","monthly","0","0","0","15000","208000","193000","193000","","2018-06-29","0"
"454","44","645","656","1197","1963","pre-booking","","monthly","0","0","0","15000","208000","193000","193000","","2018-06-29","0"
"455","44","645","656","1170","1997","pre-booking","","monthly","0","0","0","15000","208000","193000","193000","","2018-06-29","0"
"456","44","645","656","1256","1980","pre-booking","","monthly","0","0","","15000","208000","193000","193000","","2018-06-29","0"
"457","68","950","1078","1308","3997","pre-booking","","monthly","5000","0","0","0","198000","186500","186500","5500","2018-06-29","1"
"458","68","950","1078","1350","4001","pre-booking","","monthly","5500","0","0","0","208000","196167","196167","5500","2018-06-29","1"
"459","68","950","1078","1155","4015","pre-booking","","monthly","500","0","0","0","168000","119500","154500","35000","2018-06-29","1"
"460","68","950","1078","1297","4020","","","","0","0","0","0","198000","198000","198000","","2018-06-29","0"
"461","68","950","1078","1295","4021","","","","0","0","0","0","198000","198000","198000","","2018-06-29","0"
"462","68","950","1078","1334","4027","pre-booking","","monthly","5500","0","0","0","198000","153250","187000","33750","2018-06-29","1"
"463","68","950","1078","1367","4028","pre-booking","","monthly","0","0","0","0","198000","-33750","0","33750","2018-06-29","1"
"464","51","644","654","1374","2173","instant-booking","","","0","0","0","0","150000","150000","150000","","2018-06-29","1"
"465","68","950","1078","1376","4003","","","","0","0","0","0","198000","198000","198000","","2018-06-29","1"
"466","54","953","1080","1266","2344","instant-booking","","monthly","0","0","18000","0","0","0","0","","2018-06-29","1"
"467","68","950","1078","1378","3998","","","","0","0","0","0","198000","198000","198000","","2018-06-29","1"
"468","50","651","0","1380","2142","pre-booking","","monthly","5000","500","0","0","0","5500","5500","","2018-06-29","1"
"469","22","651","0","1381","1049","pre-booking","","monthly","1000","0","0","0","144000","120500","145000","24500","2018-06-29","1"
"470","54","953","1080","1382","2351","instant-booking","","monthly","5000","0","0","0","0","5000","5000","","2018-07-04","1"
"471","47","647","648","1383","2067","pre-booking","","monthly","","1000","7000","0","84000","85000","85000","8000","2018-06-29","1"
"472","68","950","1078","1384","3999","pre-booking","","monthly","5000","0","0","0","208000","195667","195667","","2018-06-29","1"
"473","60","644","720","1385","2655","instant-booking","","monthly","9068","500","0","0","0","9568","9568","","2018-06-30","1"
"474","68","950","1078","1387","4008","pre-booking","","monthly","0","0","0","0","208000","190667","190667","","2018-06-29","1"
"475","68","950","1078","1388","4013","","","","0","0","0","0","198000","198000","198000","","2018-06-29","1"
"476","51","644","654","1391","2167","instant-booking","","monthly","0","0","0","0","150000","150000","150000","","2018-06-29","1"
"477","51","644","654","1021","2166","instant-booking","","monthly","0","","25916","","150000","150000","150000","","2018-06-30","1"
"478","51","644","654","844","2189","","","","0","0","0","0","150000","150000","150000","","2018-06-29","0"
"479","59","953","0","1392","2608","pre-booking","","monthly","5000","0500","0","0","0","5500","5500","","2018-06-29","1"
"480","51","644","654","1393","2218","instant-booking","","","0","0","0","0","138000","121000","138000","17000","2018-06-29","0"
"481","51","644","654","1395","2202","instant-booking","","","0","0","0","0","150000","137500","150000","12500","2018-06-29","1"
"482","22","651","0","1394","1138","pre-booking","","monthly","0","0","0","0","144000","132000","132000","38000","2018-06-29","1"
"483","51","644","654","1396","2217","","","","0","0","0","0","138000","131000","138000","7000","2018-06-29","0"
"484","7","512","75","1397","445","pre-booking","","half-yearly","5000","500","0","0","264000","269500","269500","","2018-06-29","0"
"485","51","644","654","1398","2200","instant-booking","","","0","0","0","0","150000","150000","150000","","2018-06-29","1"
"486","43","953","0","1399","4402","pre-booking","","monthly","5000","500","0","0","16500","20625","20625","","2018-06-29","1"
"487","59","953","0","1400","2606","instant-booking","","monthly","5000","500","0","0","0","5500","5500","","2018-06-29","1"
"488","59","953","0","1401","2607","instant-booking","","monthly","500","","0","0","0","500","500","","2018-06-29","1"
"489","22","651","0","1402","1096","instant-booking","","monthly","0","0","0","0","144000","120000","144000","24000","2018-06-29","1"
"490","57","950","1033","704","2427","pre-booking","","monthly","0","0","28000","0","208000","208000","208000","","2018-07-02","1"
"491","75","512","0","1342","3399","instant-booking","","half-yearly","5000","500","0","0","150000","150000","155500","5500","2018-06-30","1"
"492","59","953","0","1403","4149","pre-booking","","","5000","0","0","0","0","5000","5000","","2018-06-30","1"
"493","57","950","1033","1045","2424","pre-booking","","monthly","5000","500","19250","0","208000","213500","213500","","2018-06-30","0"
"494","57","950","1033","696","2408","pre-booking","","monthly","0","0","14000","-24000","192000","14000","28000","14000","2018-06-30","1"
"495","47","647","648","1405","2076","pre-booking","","monthly","","1000","7000","0","84000","85000","85000","","2018-06-30","1"
"496","35","647","648","1406","1648","pre-booking","","monthly","2000","0","0","0","69600","71600","71600","","2018-06-30","1"
"497","14","58","0","1407","2887","pre-booking","","half-yearly","5000","500","0","0","192000","197500","197500","","2018-06-30","1"
"498","47","647","648","1408","2073","pre-booking","","monthly","","1000","7000","0","84000","85000","85000","","2018-06-30","1"
"499","47","647","648","1409","2066","instant-booking","","monthly","","1000","7000","0","84000","70000","85000","15000","2018-07-02","1"
"500","1","512","3","1410","4219","instant-booking","","half-yearly","5000","500","0","0","312000","317500","317500","","2018-06-30","1"
"501","57","645","656","1043","2474","instant-booking","","monthly","0","500","0","-12000","192000","500","15500","15000","2018-06-30","1"
"502","57","645","656","1039","2433","instant-booking","","monthly","5000","500","56000","0","208000","163500","213500","50000","2018-06-30","1"
"503","57","645","656","1046","2478","instant-booking","","monthly","5000","500","32500","0","208000","213500","213500","","2018-06-30","0"
"504","57","645","656","723","2459","","","","0","0","0","0","208000","194000","208000","14000","2018-06-30","1"
